feedback_id,store_id,comment,rating,feedback_date
711,4,Wifi was slow,4,2024-01-29
712,3,Very clean,5,2024-04-15
713,3,Excellent staff,4,2024-02-23
714,1,Needs more vegan options,5,2024-02-22
715,4,Tasty food,5,2024-03-30
716,1,Very clean,4,2024-03-23
717,2,Will come again,4,2024-01-08
718,3,Needs more vegan options,5,2024-04-11
719,3,Wifi was slow,3,2024-01-20
720,3,Too noisy,4,2024-03-05
721,5,Too noisy,4,2024-03-20
722,4,Needs more vegan options,4,2024-02-27
723,1,Loved the croissant,4,2024-03-05
724,1,Wifi was slow,4,2024-02-04
725,1,Coffee was cold,5,2024-01-08
726,2,Too noisy,5,2024-01-08
727,5,Bad experience,4,2024-03-06
728,2,Line was too long,4,2024-01-28
729,4,Line was too long,5,2024-04-04
730,1,Tasty food,3,2024-02-13
731,1,Too noisy,3,2024-01-16
732,1,Line was too long,4,2024-03-15
733,3,Excellent staff,2,2024-04-22
734,3,Bad experience,5,2024-03-04
735,1,Tasty food,5,2024-03-18
736,1,Wifi was slow,4,2024-02-06
737,3,Line was too long,2,2024-02-02
738,2,Line was too long,3,2024-01-08
739,5,Line was too long,2,2024-04-14
740,2,Line was too long,3,2024-02-03
741,5,Not impressed,5,2024-01-13
742,3,Line was too long,4,2024-04-16
743,1,Great service!,3,2024-01-16
744,1,Too noisy,4,2024-02-05
745,1,Will come again,5,2024-02-23
746,2,Will come again,1,2024-04-12
747,1,Bad experience,4,2024-03-25
748,5,Great service!,3,2024-03-21
749,1,Great service!,4,2024-02-08
750,3,Needs more vegan options,3,2024-04-28
751,1,Great service!,5,2024-02-22
752,2,Friendly barista,5,2024-02-03
753,2,Great service!,4,2024-01-18
754,3,Line was too long,1,2024-02-10
755,4,Very clean,5,2024-04-14
756,2,Coffee was cold,4,2024-04-16
757,4,Line was too long,4,2024-04-09
758,3,Line was too long,5,2024-02-05
759,1,Best coffee ever,4,2024-04-28
760,4,Best coffee ever,2,2024-01-05
761,3,Bad experience,2,2024-01-28
762,4,Coffee was cold,3,2024-02-18
763,4,Too noisy,2,2024-03-09
764,1,Bad experience,5,2024-03-08
765,2,Wifi was slow,1,2024-01-03
766,4,Wifi was slow,5,2024-02-02
767,5,Bad experience,2,2024-02-26
768,1,Line was too long,5,2024-02-21
769,5,Line was too long,3,2024-03-07
770,1,Friendly barista,4,2024-03-12
771,1,Tasty food,3,2024-01-23
772,2,Excellent staff,2,2024-03-10
773,5,Great service!,4,2024-01-27
774,4,Coffee was cold,5,2024-03-26
775,1,Tasty food,3,2024-02-03
776,5,Needs more vegan options,5,2024-03-05
777,5,Too noisy,4,2024-04-25
778,2,Line was too long,4,2024-02-05
779,5,Too noisy,4,2024-03-31
780,4,Excellent staff,5,2024-01-09
781,5,Great service!,3,2024-04-17
782,2,Best coffee ever,2,2024-04-24
783,1,Excellent staff,5,2024-01-25
784,5,Needs more vegan options,5,2024-03-18
785,5,Coffee was cold,1,2024-01-18
786,3,Line was too long,2,2024-04-22
787,4,Very clean,5,2024-04-28
788,4,Very clean,4,2024-03-22
789,4,Tasty food,4,2024-04-22
790,5,Bad experience,5,2024-01-27
791,4,Line was too long,3,2024-01-09
792,4,Excellent staff,3,2024-03-16
793,3,Friendly barista,5,2024-02-25
794,2,Needs more vegan options,4,2024-04-24
795,2,Tasty food,3,2024-02-16
796,1,Very clean,5,2024-03-22
797,3,Will come again,5,2024-02-18
798,5,Very clean,2,2024-01-14
799,1,Friendly barista,3,2024-03-14
800,4,Line was too long,4,2024-03-24
801,1,Too noisy,2,2024-01-22
802,2,Needs more vegan options,4,2024-02-28
803,1,Needs more vegan options,3,2024-02-03
804,1,Best coffee ever,4,2024-02-17
805,3,Very clean,4,2024-04-11
806,4,Too noisy,5,2024-03-09
807,5,Not impressed,4,2024-01-30
808,5,Excellent staff,4,2024-01-01
809,3,Too noisy,5,2024-01-26
810,3,Coffee was cold,5,2024-03-11
811,5,Coffee was cold,5,2024-01-07
812,1,Best coffee ever,1,2024-04-18
813,4,Too noisy,4,2024-01-05
814,5,Very clean,4,2024-03-24
815,1,Friendly barista,5,2024-04-23
816,1,Friendly barista,1,2024-03-04
817,2,Not impressed,5,2024-04-01
818,3,Too noisy,2,2024-01-23
819,5,Not impressed,4,2024-01-08
820,5,Line was too long,4,2024-02-16
821,4,Wifi was slow,3,2024-03-20
822,5,Friendly barista,3,2024-02-10
823,1,Excellent staff,4,2024-02-17
824,1,Loved the croissant,3,2024-03-10
825,4,Best coffee ever,4,2024-03-15
826,1,Coffee was cold,3,2024-03-17
827,1,Too noisy,1,2024-03-06
828,5,Needs more vegan options,2,2024-02-18
829,3,Best coffee ever,2,2024-01-02
830,5,Bad experience,4,2024-03-03
831,2,Line was too long,3,2024-01-13
832,4,Very clean,5,2024-03-23
833,1,Too noisy,1,2024-02-02
834,5,Line was too long,4,2024-04-10
835,5,Very clean,2,2024-04-28
836,1,Excellent staff,5,2024-01-25
837,4,Best coffee ever,1,2024-04-21
838,5,Loved the croissant,2,2024-04-11
839,3,Will come again,3,2024-04-19
840,1,Line was too long,2,2024-04-13
841,4,Friendly barista,5,2024-03-22
842,2,Best coffee ever,2,2024-01-29
843,1,Loved the croissant,2,2024-02-06
844,2,Too noisy,2,2024-03-15
845,1,Too noisy,5,2024-04-18
846,5,Great service!,4,2024-02-10
847,4,Tasty food,5,2024-04-20
848,3,Excellent staff,4,2024-04-18
849,2,Tasty food,5,2024-03-27
850,2,Best coffee ever,5,2024-03-27
851,1,Loved the croissant,4,2024-02-04
852,2,Not impressed,3,2024-01-03
853,1,Not impressed,3,2024-02-16
854,1,Excellent staff,3,2024-03-02
855,2,Excellent staff,3,2024-01-18
856,2,Great service!,4,2024-02-26
857,5,Wifi was slow,2,2024-02-21
858,5,Too noisy,3,2024-03-13
859,5,Best coffee ever,3,2024-02-17
860,4,Great service!,5,2024-01-20
861,3,Great service!,4,2024-03-28
862,5,Friendly barista,5,2024-03-21
863,5,Line was too long,4,2024-04-18
864,1,Coffee was cold,4,2024-01-12
865,3,Wifi was slow,1,2024-02-02
866,2,Line was too long,1,2024-03-10
867,4,Great service!,3,2024-04-03
868,2,Wifi was slow,2,2024-03-10
869,1,Best coffee ever,3,2024-02-17
870,4,Line was too long,4,2024-01-23
871,5,Great service!,4,2024-02-15
872,3,Very clean,4,2024-01-07
873,3,Very clean,4,2024-01-26
874,5,Wifi was slow,2,2024-03-07
875,2,Wifi was slow,2,2024-02-26
876,2,Friendly barista,1,2024-01-25
877,5,Great service!,5,2024-03-07
878,5,Friendly barista,3,2024-03-19
879,3,Great service!,4,2024-02-08
880,2,Best coffee ever,4,2024-03-08
881,4,Friendly barista,5,2024-02-07
882,4,Best coffee ever,4,2024-02-14
883,1,Coffee was cold,2,2024-04-27
884,1,Excellent staff,5,2024-03-04
885,1,Wifi was slow,3,2024-03-25
886,2,Not impressed,5,2024-02-23
887,4,Friendly barista,4,2024-04-03
888,2,Tasty food,4,2024-03-11
889,5,Will come again,4,2024-01-13
890,3,Friendly barista,3,2024-02-19
891,1,Loved the croissant,4,2024-02-12
892,5,Not impressed,5,2024-01-07
893,5,Not impressed,4,2024-03-27
894,3,Coffee was cold,5,2024-02-13
895,4,Very clean,3,2024-03-04
896,4,Best coffee ever,2,2024-01-07
897,5,Loved the croissant,5,2024-01-10
898,3,Friendly barista,4,2024-03-18
899,4,Bad experience,5,2024-03-09
900,1,Wifi was slow,1,2024-03-02
901,2,Line was too long,4,2024-01-19
902,3,Coffee was cold,1,2024-04-10
903,5,Line was too long,4,2024-02-02
904,2,Best coffee ever,4,2024-03-02
905,4,Loved the croissant,4,2024-04-26
906,4,Great service!,4,2024-03-18
907,3,Bad experience,3,2024-03-07
908,2,Needs more vegan options,4,2024-01-07
909,4,Great service!,5,2024-01-30
910,3,Not impressed,4,2024-03-31
911,2,Friendly barista,4,2024-02-05
912,5,Great service!,5,2024-04-11
913,5,Bad experience,2,2024-04-27
914,4,Best coffee ever,4,2024-03-15
915,3,Not impressed,4,2024-04-16
916,1,Not impressed,4,2024-04-09
917,4,Wifi was slow,4,2024-01-16
918,1,Not impressed,4,2024-03-21
919,2,Will come again,5,2024-01-19
920,3,Too noisy,4,2024-02-04
921,4,Too noisy,3,2024-02-07
922,5,Very clean,2,2024-02-27
923,2,Will come again,5,2024-02-25
924,2,Tasty food,3,2024-03-03
925,2,Friendly barista,4,2024-02-17
926,1,Friendly barista,1,2024-04-18
927,1,Needs more vegan options,5,2024-03-06
928,2,Loved the croissant,5,2024-04-27
929,4,Very clean,4,2024-04-12
930,1,Tasty food,4,2024-03-03
931,3,Will come again,4,2024-03-31
932,5,Too noisy,4,2024-02-28
933,4,Line was too long,4,2024-02-20
934,3,Not impressed,3,2024-03-05
935,1,Friendly barista,3,2024-03-06
936,5,Great service!,3,2024-04-26
937,2,Too noisy,1,2024-04-22
938,5,Will come again,3,2024-02-21
939,2,Will come again,5,2024-03-19
940,3,Needs more vegan options,4,2024-04-27
941,3,Coffee was cold,3,2024-03-05
942,4,Not impressed,4,2024-03-10
943,3,Loved the croissant,1,2024-01-30
944,1,Will come again,3,2024-02-13
945,1,Tasty food,4,2024-04-29
946,5,Loved the croissant,4,2024-03-04
947,2,Will come again,3,2024-03-31
948,5,Very clean,3,2024-03-21
949,4,Best coffee ever,1,2024-02-09
950,4,Very clean,3,2024-03-28
951,1,Friendly barista,5,2024-02-28
952,4,Excellent staff,4,2024-02-19
953,1,Great service!,3,2024-04-24
954,2,Loved the croissant,4,2024-03-26
955,5,Great service!,5,2024-01-15
956,4,Friendly barista,4,2024-04-29
957,2,Not impressed,2,2024-04-18
958,4,Bad experience,4,2024-01-21
959,3,Very clean,5,2024-03-31
960,4,Tasty food,4,2024-01-16
961,2,Tasty food,4,2024-02-16
962,4,Best coffee ever,3,2024-03-18
963,3,Too noisy,4,2024-03-08
964,4,Bad experience,4,2024-04-25
965,2,Wifi was slow,5,2024-03-28
966,1,Too noisy,1,2024-03-17
967,2,Great service!,4,2024-01-05
968,1,Needs more vegan options,3,2024-04-13
969,1,Too noisy,5,2024-02-02
970,5,Great service!,1,2024-04-18
971,2,Excellent staff,3,2024-04-10
972,5,Excellent staff,5,2024-03-12
973,1,Coffee was cold,3,2024-02-25
974,4,Very clean,5,2024-02-08
975,1,Coffee was cold,4,2024-03-23
976,2,Line was too long,5,2024-01-10
977,2,Coffee was cold,5,2024-04-15
978,2,Excellent staff,4,2024-02-08
979,2,Tasty food,4,2024-03-23
980,4,Line was too long,3,2024-01-31
981,5,Friendly barista,2,2024-04-27
982,3,Coffee was cold,4,2024-03-18
983,5,Coffee was cold,4,2024-03-29
984,1,Excellent staff,5,2024-01-08
985,2,Too noisy,1,2024-01-04
986,2,Loved the croissant,5,2024-04-20
987,3,Too noisy,2,2024-01-05
988,5,Coffee was cold,5,2024-02-05
989,1,Coffee was cold,3,2024-04-17
990,2,Too noisy,3,2024-01-06
991,3,Tasty food,5,2024-02-29
992,3,Best coffee ever,4,2024-04-03
993,1,Loved the croissant,4,2024-04-13
994,3,Not impressed,5,2024-04-11
995,3,Line was too long,3,2024-04-10
996,5,Great service!,2,2024-04-14
997,2,Not impressed,4,2024-02-24
998,5,Loved the croissant,4,2024-03-23
999,3,Best coffee ever,5,2024-04-15
1000,4,Too noisy,1,2024-02-12
1001,1,Coffee was cold,4,2024-03-22
1002,3,Wifi was slow,4,2024-01-21
1003,3,Wifi was slow,5,2024-04-10
1004,5,Bad experience,4,2024-02-29
1005,1,Wifi was slow,5,2024-02-12
1006,2,Excellent staff,1,2024-02-23
1007,1,Friendly barista,4,2024-03-21
1008,3,Needs more vegan options,5,2024-01-31
1009,5,Bad experience,5,2024-03-25
1010,4,Coffee was cold,3,2024-04-28
1011,3,Friendly barista,5,2024-03-15
1012,1,Line was too long,5,2024-03-01
1013,1,Tasty food,5,2024-03-20
1014,4,Excellent staff,4,2024-03-13
1015,1,Line was too long,4,2024-04-24
1016,1,Friendly barista,5,2024-01-23
1017,5,Coffee was cold,5,2024-04-12
1018,1,Bad experience,3,2024-01-23
1019,2,Excellent staff,4,2024-02-21
1020,4,Wifi was slow,4,2024-01-03
1021,3,Needs more vegan options,5,2024-02-18
1022,4,Best coffee ever,4,2024-03-10
1023,3,Line was too long,4,2024-01-20
1024,5,Wifi was slow,3,2024-03-19
1025,1,Line was too long,5,2024-04-19
1026,3,Friendly barista,3,2024-01-30
1027,3,Coffee was cold,3,2024-02-01
1028,5,Will come again,5,2024-04-29
1029,4,Great service!,4,2024-03-10
1030,4,Best coffee ever,3,2024-01-31
1031,4,Not impressed,4,2024-01-16
1032,1,Will come again,3,2024-01-29
1033,5,Friendly barista,3,2024-01-22
1034,3,Tasty food,2,2024-02-09
1035,4,Not impressed,4,2024-01-28
1036,4,Coffee was cold,4,2024-03-19
1037,4,Coffee was cold,2,2024-03-25
1038,2,Tasty food,4,2024-01-08
1039,1,Coffee was cold,3,2024-03-05
1040,4,Will come again,3,2024-01-30
1041,2,Very clean,5,2024-02-27
1042,5,Friendly barista,2,2024-01-02
1043,3,Great service!,4,2024-01-24
1044,4,Coffee was cold,4,2024-02-18
1045,1,Excellent staff,5,2024-03-09
1046,4,Line was too long,2,2024-01-12
1047,1,Bad experience,5,2024-01-05
1048,2,Best coffee ever,5,2024-04-07
1049,1,Bad experience,5,2024-01-14
1050,5,Needs more vegan options,2,2024-03-16
1051,1,Friendly barista,3,2024-01-27
1052,3,Great service!,3,2024-03-06
1053,2,Best coffee ever,4,2024-02-18
1054,1,Friendly barista,2,2024-04-09
1055,4,Wifi was slow,5,2024-02-14
1056,5,Not impressed,4,2024-02-07
1057,3,Wifi was slow,5,2024-03-07
1058,1,Line was too long,3,2024-02-27
1059,1,Needs more vegan options,4,2024-04-09
1060,3,Wifi was slow,5,2024-03-12
1061,3,Bad experience,2,2024-03-06
1062,1,Too noisy,4,2024-04-14
1063,4,Needs more vegan options,4,2024-04-15
1064,4,Needs more vegan options,4,2024-02-23
1065,4,Needs more vegan options,4,2024-01-29
1066,1,Very clean,1,2024-04-18
1067,2,Will come again,4,2024-03-29
1068,1,Wifi was slow,4,2024-04-22
1069,2,Too noisy,4,2024-01-04
1070,4,Wifi was slow,2,2024-02-24
1071,1,Needs more vegan options,4,2024-01-10
1072,4,Too noisy,3,2024-02-13
1073,1,Line was too long,3,2024-03-21
1074,4,Great service!,3,2024-03-05
1075,3,Very clean,4,2024-01-03
1076,1,Not impressed,4,2024-03-02
1077,2,Tasty food,4,2024-04-11
1078,4,Friendly barista,2,2024-04-03
1079,5,Wifi was slow,3,2024-01-05
1080,2,Will come again,2,2024-02-13
1081,5,Best coffee ever,3,2024-01-11
1082,4,Great service!,2,2024-04-26
1083,1,Will come again,5,2024-03-13
1084,1,Too noisy,5,2024-02-16
1085,1,Bad experience,4,2024-01-14
1086,5,Needs more vegan options,3,2024-01-19
1087,4,Friendly barista,3,2024-01-13
1088,3,Not impressed,5,2024-01-21
1089,1,Friendly barista,2,2024-03-03
1090,4,Great service!,4,2024-02-08
1091,3,Very clean,3,2024-04-16
1092,3,Tasty food,4,2024-03-06
1093,4,Line was too long,4,2024-01-30
1094,1,Very clean,1,2024-01-23
1095,1,Very clean,3,2024-03-04
1096,2,Loved the croissant,4,2024-01-27
1097,4,Coffee was cold,5,2024-01-01
1098,3,Line was too long,3,2024-03-11
1099,5,Great service!,2,2024-03-06
1100,5,Will come again,5,2024-01-23
1101,1,Excellent staff,5,2024-04-04
1102,2,Tasty food,5,2024-04-24
1103,5,Tasty food,2,2024-01-29
1104,1,Bad experience,5,2024-01-14
1105,2,Too noisy,4,2024-02-29
1106,5,Very clean,4,2024-02-12
1107,3,Wifi was slow,4,2024-01-05
1108,5,Great service!,4,2024-03-15
1109,5,Coffee was cold,2,2024-04-19
1110,5,Wifi was slow,3,2024-04-14
1111,5,Too noisy,4,2024-02-02
1112,1,Will come again,3,2024-04-02
1113,4,Will come again,2,2024-03-10
1114,3,Excellent staff,4,2024-01-07
1115,4,Friendly barista,4,2024-02-14
1116,1,Tasty food,1,2024-01-10
1117,5,Loved the croissant,4,2024-03-24
1118,2,Line was too long,5,2024-03-13
1119,2,Very clean,5,2024-01-17
1120,4,Too noisy,5,2024-04-09
1121,2,Great service!,3,2024-04-19
1122,4,Will come again,2,2024-01-06
1123,3,Coffee was cold,4,2024-02-24
1124,2,Too noisy,5,2024-01-01
1125,5,Tasty food,3,2024-01-11
1126,1,Needs more vegan options,3,2024-04-16
1127,3,Tasty food,4,2024-01-17
1128,2,Loved the croissant,4,2024-02-26
1129,2,Loved the croissant,5,2024-02-08
1130,4,Coffee was cold,4,2024-03-13
1131,3,Friendly barista,4,2024-01-16
1132,1,Coffee was cold,4,2024-02-22
1133,1,Great service!,5,2024-03-31
1134,4,Excellent staff,3,2024-04-14
1135,4,Great service!,2,2024-01-05
1136,4,Will come again,3,2024-04-11
1137,2,Excellent staff,4,2024-01-08
1138,3,Tasty food,4,2024-03-13
1139,1,Tasty food,2,2024-02-27
1140,5,Great service!,3,2024-01-13
1141,1,Wifi was slow,4,2024-01-03
1142,3,Not impressed,5,2024-01-27
1143,4,Bad experience,2,2024-02-19
1144,2,Loved the croissant,4,2024-04-10
1145,1,Coffee was cold,2,2024-02-23
1146,5,Very clean,4,2024-02-25
1147,2,Line was too long,3,2024-01-20
1148,1,Loved the croissant,2,2024-04-06
1149,3,Friendly barista,4,2024-01-13
1150,1,Too noisy,2,2024-04-25
1151,5,Will come again,5,2024-03-28
1152,2,Friendly barista,5,2024-02-19
1153,1,Too noisy,4,2024-04-15
1154,5,Loved the croissant,4,2024-03-28
1155,1,Line was too long,2,2024-03-24
1156,1,Very clean,3,2024-01-27
1157,4,Not impressed,2,2024-01-18
1158,5,Line was too long,3,2024-01-28
1159,1,Loved the croissant,4,2024-04-09
1160,2,Great service!,4,2024-04-06
1161,3,Loved the croissant,4,2024-02-27
1162,4,Not impressed,4,2024-02-01
1163,4,Great service!,3,2024-01-07
1164,4,Wifi was slow,5,2024-01-15
1165,3,Excellent staff,4,2024-03-18
1166,5,Tasty food,4,2024-02-04
1167,2,Excellent staff,3,2024-02-21
1168,3,Loved the croissant,2,2024-04-24
1169,2,Tasty food,3,2024-02-09
1170,2,Best coffee ever,4,2024-04-04
1171,4,Needs more vegan options,3,2024-04-24
1172,1,Friendly barista,2,2024-04-28
1173,2,Great service!,4,2024-02-19
1174,2,Line was too long,4,2024-04-04
1175,2,Tasty food,1,2024-03-30
1176,2,Bad experience,5,2024-03-29
1177,4,Needs more vegan options,4,2024-04-19
1178,2,Best coffee ever,4,2024-03-10
1179,1,Bad experience,5,2024-04-24
1180,5,Not impressed,4,2024-01-27
1181,5,Great service!,3,2024-02-01
1182,2,Coffee was cold,4,2024-01-12
1183,4,Coffee was cold,2,2024-02-29
1184,1,Bad experience,3,2024-04-20
1185,1,Great service!,3,2024-01-30
1186,2,Great service!,2,2024-01-24
1187,4,Very clean,2,2024-03-28
1188,5,Coffee was cold,5,2024-03-26
1189,3,Will come again,3,2024-01-04
1190,2,Excellent staff,3,2024-03-23
1191,2,Excellent staff,3,2024-03-29
1192,2,Wifi was slow,4,2024-01-05
1193,4,Coffee was cold,4,2024-01-04
1194,3,Not impressed,5,2024-04-02
1195,4,Loved the croissant,4,2024-01-09
1196,2,Needs more vegan options,3,2024-04-28
1197,3,Tasty food,4,2024-02-20
1198,1,Line was too long,2,2024-04-11
1199,1,Friendly barista,4,2024-02-09
1200,3,Line was too long,3,2024-02-22
1201,2,Line was too long,5,2024-04-07
1202,4,Best coffee ever,4,2024-03-12
1203,2,Very clean,4,2024-03-15
1204,3,Needs more vegan options,3,2024-04-07
1205,2,Will come again,2,2024-04-19
1206,2,Excellent staff,3,2024-04-05
1207,1,Coffee was cold,4,2024-02-01
1208,5,Not impressed,4,2024-02-18
1209,4,Bad experience,1,2024-01-05
1210,2,Excellent staff,4,2024-02-01
1211,1,Very clean,1,2024-01-05
1212,5,Bad experience,2,2024-04-05
1213,1,Friendly barista,4,2024-03-05
1214,2,Excellent staff,4,2024-03-10
1215,4,Great service!,3,2024-04-12
1216,5,Loved the croissant,4,2024-01-25
1217,2,Best coffee ever,1,2024-01-27
1218,3,Wifi was slow,3,2024-04-19
1219,2,Very clean,5,2024-03-18
1220,1,Great service!,4,2024-04-21
1221,2,Wifi was slow,5,2024-03-13
1222,3,Very clean,2,2024-01-28
1223,3,Wifi was slow,5,2024-04-23
1224,2,Tasty food,4,2024-03-28
1225,3,Tasty food,2,2024-03-03
1226,1,Excellent staff,1,2024-03-13
1227,3,Bad experience,1,2024-02-05
1228,3,Will come again,4,2024-04-12
1229,4,Not impressed,3,2024-04-10
1230,1,Bad experience,2,2024-04-22
1231,3,Excellent staff,4,2024-04-15
1232,2,Excellent staff,4,2024-02-25
1233,3,Will come again,4,2024-02-03
1234,5,Line was too long,2,2024-03-07
1235,5,Coffee was cold,3,2024-01-21
1236,1,Will come again,2,2024-02-08
1237,5,Very clean,3,2024-02-06
1238,5,Not impressed,3,2024-02-11
1239,3,Too noisy,5,2024-02-05
1240,1,Tasty food,5,2024-03-06
1241,4,Excellent staff,5,2024-01-17
1242,3,Not impressed,4,2024-04-24
1243,4,Wifi was slow,5,2024-02-23
1244,2,Friendly barista,3,2024-04-14
1245,5,Loved the croissant,2,2024-01-29
1246,3,Wifi was slow,4,2024-01-25
1247,1,Loved the croissant,4,2024-01-21
1248,5,Line was too long,4,2024-01-19
1249,2,Tasty food,4,2024-01-29
1250,5,Great service!,3,2024-01-03
1251,5,Very clean,5,2024-04-12
1252,4,Friendly barista,5,2024-03-16
1253,2,Excellent staff,2,2024-02-24
1254,1,Loved the croissant,4,2024-04-17
1255,5,Tasty food,4,2024-02-20
1256,5,Not impressed,4,2024-03-30
1257,1,Too noisy,3,2024-02-08
1258,1,Will come again,4,2024-01-31
1259,3,Best coffee ever,3,2024-03-12
1260,3,Excellent staff,4,2024-02-04
1261,5,Needs more vegan options,2,2024-03-09
1262,3,Not impressed,2,2024-01-27
1263,5,Wifi was slow,3,2024-01-26
1264,1,Tasty food,5,2024-01-27
1265,3,Tasty food,5,2024-01-13
1266,2,Not impressed,4,2024-04-29
1267,2,Loved the croissant,3,2024-01-23
1268,1,Bad experience,3,2024-03-05
1269,5,Excellent staff,4,2024-04-23
1270,2,Coffee was cold,3,2024-04-01
1271,3,Coffee was cold,4,2024-04-27
1272,4,Excellent staff,4,2024-03-19
1273,5,Excellent staff,2,2024-03-17
1274,3,Line was too long,5,2024-04-13
1275,5,Wifi was slow,5,2024-03-09
1276,3,Friendly barista,2,2024-04-12
1277,1,Friendly barista,5,2024-03-30
1278,1,Very clean,4,2024-04-20
1279,1,Too noisy,2,2024-03-11
1280,1,Line was too long,4,2024-04-08
1281,3,Great service!,5,2024-04-22
1282,2,Will come again,5,2024-01-22
1283,3,Excellent staff,4,2024-04-26
1284,3,Loved the croissant,4,2024-03-13
1285,4,Great service!,3,2024-01-01
1286,4,Excellent staff,4,2024-01-15
1287,3,Great service!,4,2024-02-22
1288,1,Will come again,2,2024-04-03
1289,4,Loved the croissant,3,2024-03-07
1290,4,Best coffee ever,3,2024-03-10
1291,3,Loved the croissant,5,2024-04-04
1292,5,Loved the croissant,4,2024-01-05
1293,4,Tasty food,3,2024-03-08
1294,1,Loved the croissant,3,2024-02-25
1295,3,Bad experience,2,2024-01-25
1296,5,Bad experience,1,2024-03-15
1297,2,Very clean,4,2024-03-02
1298,1,Tasty food,1,2024-02-12
1299,1,Very clean,5,2024-01-14
1300,3,Loved the croissant,5,2024-03-29
1301,2,Coffee was cold,5,2024-04-22
1302,1,Excellent staff,5,2024-02-21
1303,1,Will come again,4,2024-01-27
1304,3,Will come again,2,2024-04-02
1305,1,Needs more vegan options,4,2024-02-21
1306,5,Coffee was cold,3,2024-04-14
1307,2,Best coffee ever,3,2024-01-01
1308,4,Great service!,4,2024-02-15
1309,4,Too noisy,3,2024-01-05
1310,2,Needs more vegan options,4,2024-03-02
1311,5,Very clean,1,2024-02-25
1312,3,Friendly barista,4,2024-03-04
1313,3,Great service!,5,2024-01-21
1314,4,Bad experience,3,2024-04-13
1315,1,Not impressed,4,2024-04-10
1316,2,Excellent staff,4,2024-04-07
1317,5,Friendly barista,4,2024-03-06
1318,3,Needs more vegan options,2,2024-04-29
1319,2,Coffee was cold,5,2024-02-14
1320,1,Great service!,4,2024-04-24
1321,4,Needs more vegan options,4,2024-02-29
1322,1,Line was too long,5,2024-01-18
1323,5,Too noisy,2,2024-01-15
1324,4,Bad experience,4,2024-02-15
1325,1,Too noisy,4,2024-02-02
1326,5,Coffee was cold,5,2024-04-25
1327,5,Bad experience,1,2024-01-11
1328,5,Coffee was cold,4,2024-02-20
1329,2,Excellent staff,5,2024-04-02
1330,5,Coffee was cold,4,2024-01-29
1331,3,Will come again,4,2024-01-08
1332,5,Bad experience,5,2024-03-05
1333,1,Not impressed,5,2024-01-30
1334,3,Coffee was cold,4,2024-04-16
1335,4,Wifi was slow,4,2024-02-22
1336,3,Tasty food,3,2024-03-14
1337,1,Friendly barista,3,2024-01-06
1338,4,Line was too long,4,2024-02-14
1339,1,Very clean,1,2024-03-03
1340,1,Loved the croissant,5,2024-01-01
1341,2,Too noisy,5,2024-01-09
1342,2,Not impressed,3,2024-02-19
1343,1,Needs more vegan options,4,2024-02-21
1344,5,Bad experience,3,2024-02-24
1345,2,Best coffee ever,4,2024-04-16
1346,1,Great service!,4,2024-01-16
1347,3,Too noisy,4,2024-01-03
1348,1,Great service!,5,2024-02-11
1349,1,Coffee was cold,5,2024-01-02
1350,4,Wifi was slow,4,2024-02-29
1351,2,Line was too long,4,2024-03-12
1352,4,Coffee was cold,1,2024-04-03
1353,5,Needs more vegan options,3,2024-01-18
1354,1,Tasty food,5,2024-03-01
1355,2,Loved the croissant,5,2024-02-28
1356,2,Wifi was slow,5,2024-01-03
1357,2,Tasty food,2,2024-01-06
1358,1,Bad experience,4,2024-04-18
1359,1,Will come again,2,2024-04-24
1360,3,Bad experience,5,2024-04-19
1361,4,Great service!,4,2024-04-27
1362,4,Not impressed,5,2024-01-13
1363,1,Bad experience,4,2024-01-15
1364,5,Best coffee ever,2,2024-03-26
1365,2,Best coffee ever,4,2024-03-23
1366,1,Friendly barista,5,2024-04-23
1367,1,Line was too long,2,2024-02-13
1368,1,Line was too long,5,2024-01-08
1369,2,Tasty food,4,2024-03-18
1370,2,Excellent staff,2,2024-03-27
1371,1,Needs more vegan options,4,2024-01-25
1372,3,Excellent staff,2,2024-02-02
1373,4,Bad experience,3,2024-03-05
1374,3,Tasty food,2,2024-03-05
1375,3,Too noisy,4,2024-01-17
1376,1,Too noisy,3,2024-04-26
1377,2,Very clean,3,2024-03-22
1378,4,Bad experience,4,2024-02-21
1379,3,Great service!,2,2024-03-29
1380,5,Wifi was slow,4,2024-01-15
1381,2,Not impressed,4,2024-02-20
1382,2,Friendly barista,5,2024-03-02
1383,4,Needs more vegan options,4,2024-03-31
1384,4,Too noisy,4,2024-02-29
1385,4,Loved the croissant,4,2024-02-25
1386,1,Needs more vegan options,1,2024-01-30
1387,2,Loved the croissant,4,2024-03-13
1388,1,Bad experience,4,2024-03-29
1389,1,Best coffee ever,4,2024-02-03
1390,1,Not impressed,3,2024-04-13
1391,2,Will come again,4,2024-02-09
1392,5,Great service!,4,2024-04-20
1393,3,Tasty food,4,2024-01-11
1394,2,Great service!,3,2024-03-19
1395,2,Great service!,3,2024-04-24
1396,4,Excellent staff,5,2024-01-29
1397,3,Great service!,5,2024-04-03
1398,4,Not impressed,5,2024-01-11
1399,5,Line was too long,3,2024-01-01
1400,1,Bad experience,5,2024-03-21
1401,4,Loved the croissant,4,2024-03-15
1402,5,Too noisy,4,2024-01-29
